width,height,area,chars,char_size,pos_x,pos_y,aspect,layout,x0,x1,y0,y1,label
0.104201685,0.0356718199999999,0.0037170637510166,3,0.0012390212503389,0.1428571475,0.11533888,2.921120509130177,h,0.0907563049999999,0.19495799,0.0975029699999999,0.09869203,inutile
0.24705885,0.0356717999999999,0.0088130338854299,7,0.0012590048407757,0.568907575,0.3662306799999999,6.925886834978895,h,0.4453781499999999,0.6924369999999999,0.34839478,0.34839478,inutile
0.2134454,0.0344827499999999,0.0073601843668499,8,0.0009200230458562,0.4159664,0.469084425,6.189918147479545,h,0.3092437,0.5226891,0.45184305,0.45184305,inutile
0.4436975,0.0368608999999999,0.0163550891777499,19,0.0008607941672499,0.45210085,0.52259215,12.03707722817404,h,0.2302520999999999,0.6739496,0.5077289,0.5041617,inutile
0.6672268999999998,0.03091555,0.020627686588295,27,0.000763988392159,0.47983195,0.5850178249999999,21.58224259312869,h,0.1462185,0.8134453999999999,0.5695600499999999,0.5695600499999999,inutile
0.12605042,0.0273483999999999,0.0034472773063279,5,0.0006894554612655,0.12184874,0.6498216399999999,4.609060127831985,h,0.0588235299999999,0.18487395,0.63614744,0.63614744,inutile
0.1680672,0.0107015,0.0017985711408,21,8.564624480000023e-05,0.8857143,0.90309155,15.70501331589025,h,0.8016807,0.9697479,0.8977408,0.89892983,inutile
0.4554621899999999,0.010701547,0.0048741500330079,67,7.274850795534222e-05,0.498319345,0.0493460165,42.560406453384736,h,0.2705882499999999,0.7260504399999999,0.045184303,0.043995243,inutile
0.0789915999999999,0.0083234249999999,0.0006574806582299,9,7.305340646999997e-05,0.15714286,0.0909631374999999,9.490275938090392,h,0.11764706,0.1966386599999999,0.086801425,0.086801425,titre
0.20672271,0.0107015449999999,0.0022122523835869,25,8.849009534347793e-05,0.2193277449999999,0.1111771725,19.31709019585491,h,0.11596639,0.3226891,0.10701546,0.1058264,titre
