id,num_page,text,width,height,area,chars,char_size,pos_x,pos_y,aspect,layout,x0,x1,y0,y1,label
1,1,AA ,0.104201685,0.035671819999999993,0.003717063751016699,3,0.0012390212503389001,0.1428571475,0.11533888,2.9211205091301768,h,0.090756304999999995,0.19495799,0.097502969999999994,0.09869203,inutile
2,1,AXA SA ,0.24705885,0.035671799999999983,0.0088130338854299946,7,0.001259004840775714,0.568907575,0.36623067999999998,6.9258868349788951,h,0.44537814999999997,0.69243699999999997,0.34839478000000002,0.34839478000000002,inutile
3,1,Rapport ,0.21344540000000001,0.034482749999999951,0.0073601843668499901,8,0.00092002304585624877,0.41596640000000001,0.46908442500000003,6.1899181474795446,h,0.30924370000000001,0.52268910000000002,0.45184305000000002,0.45184305000000002,inutile
4,1,sur la Solvabilité ,0.44369750000000008,0.036860899999999967,0.016355089177749992,19,0.00086079416724999956,0.45210085,0.52259215000000003,12.03707722817404,h,0.23025209999999999,0.67394960000000004,0.50772890000000004,0.50416170000000005,inutile
5,1,et la Situation Financière ,0.66722689999999996,0.03091555000000001,0.020627686588295009,27,0.00076398839215907437,0.47983195000000001,0.58501782499999999,21.58224259312869,h,0.1462185,0.81344539999999999,0.56956004999999998,0.56956004999999998,inutile
6,1,2022 ,0.12605042,0.027348399999999939,0.0034472773063279919,5,0.00068945546126559848,0.12184874,0.64982163999999998,4.6090601278319854,h,0.058823529999999999,0.18487395000000001,0.63614744000000001,0.63614744000000001,inutile
7,1,AXA SA - SFCR 2022vf ,0.1680672,0.01070150000000003,0.001798571140800005,21,8.564624480000023e-05,0.88571430000000007,0.90309155000000008,15.70501331589025,h,0.80168070000000002,0.9697479,0.89774080000000001,0.89892983000000004,inutile
8,2,AXA SA  Rapport sur la Solvabilité et la Situation Financière 2022 ,0.45546218999999999,0.010701547,0.0048741500330079304,67,7.2748507955342233e-05,0.49831934500000002,0.049346016500000013,42.560406453384743,h,0.27058824999999997,0.72605043999999996,0.045184303000000002,0.043995243000000003,inutile
9,2,SYNTHESE ,0.078991599999999995,0.0083234249999999954,0.00065748065822999959,9,7.3053406469999959e-05,0.15714286,0.090963137499999999,9.4902759380903934,h,0.11764706,0.19663865999999999,0.086801425000000001,0.086801425000000001,titre
10,2,A. ACTIVITÉ ET RÉSULTATS ,0.20672271,0.010701544999999989,0.0022122523835869492,25,8.8490095343477947e-05,0.21932774499999999,0.1111771725,19.317090195854909,h,0.11596639,0.32268910000000001,0.10701546000000001,0.1058264,titre
11,2,A.1 Activité . ,0.087394959999999994,0.0095125000000000071,0.00083134455700000051,15,5.5422970466666703e-05,0.16134454000000001,0.13198573,9.1873808147174696,h,0.11764706,0.20504201999999999,0.12841854999999999,0.12722948000000001,titre
12,2,/ Informations générales ,0.17310924,0.01070152999999999,0.0018525337251371981,25,7.4101349005487922e-05,0.21932773999999999,0.15398335499999999,16.176120610791191,h,0.13277311999999999,0.30588236000000002,0.14863259000000001,0.14863259000000001,titre
13,2,/ Informations sur la Société . ,0.20168068,0.010701560000000001,0.0021582978978608,32,6.7446809308150001e-05,0.23361346,0.17419738000000001,18.845914053651999,h,0.13277311999999999,0.33445380000000002,0.17003567999999999,0.16884660000000001,titre
14,2,/ Principaux actionnaires et entreprises liées ,0.30924369000000002,0.0095124899999999846,0.0029416775086880949,47,6.2588883163576482e-05,0.289075635,0.19619500500000001,32.50922629090811,h,0.13445378999999999,0.44369747999999998,0.19143876000000001,0.19143876000000001,titre
15,2,/ Présentation de l'activité ,0.18319327999999999,0.0095124799999999898,0.0017426224121343981,29,6.0090428004634422e-05,0.22605043,0.21640904,19.258203959430158,h,0.13445378999999999,0.31764706999999998,0.2116528,0.2116528,titre
16,2,/ Opérations importantes et autres évènements ,0.33277309999999999,0.011890599999999999,0.0039568718228600013,46,8.6018952670869589e-05,0.29915966999999999,0.23662306999999999,27.986232822565729,h,0.13277311999999999,0.46554622000000001,0.23305588999999999,0.23067777,titre
17,2,A.2 Résultats de souscription ... ,0.25546218999999998,0.013079669999999989,0.0033413611426772968,34,9.8275327725802866e-05,0.24537815499999999,0.25862069500000001,19.531241231621308,h,0.11764706,0.37310925,0.25208086000000002,0.25326989999999999,titre
18,2,/ Résultat de souscription agrégé ,0.22857142999999999,0.01189058999999998,0.0027178491598436952,34,7.9936739995402806e-05,0.248739505,0.27942925499999999,19.222883809802571,h,0.13445378999999999,0.36302521999999998,0.27348396000000003,0.27586207000000001,titre
19,2,/ Résultat de souscription par zone géographique . ,0.34957980999999999,0.010701530000000009,0.003741038824109305,51,7.3353702433515787e-05,0.30924369499999999,0.30023780500000002,32.666339299146912,h,0.13445378999999999,0.48403360000000001,0.29488703999999999,0.29488703999999999,titre
20,2,/ Résultat de souscription par ligne dactivité .. ,0.32268907000000002,0.010701540000000009,0.0034532699901678029,50,6.9065399803356061e-05,0.29579832499999997,0.32164091,30.153517157343689,h,0.13445378999999999,0.45714285999999998,0.31629014,0.31629014,titre
21,2,A.3 Résultat des investissements . ,0.24705884,0.0095124899999999846,0.002350144744911597,35,6.7146992711759906e-05,0.24117648,0.34126040499999999,25.972047276790871,h,0.11764706,0.36470590000000003,0.33650416,0.33650416,titre
